business_description,domain_names,complexity
fresh clothing boutique,"['freshclothgstudio.co', 'freshclothgshop.net', 'freshclothgbeans.net']",simple
cozy tech startup,"['cozytechshop.com', 'cozytechlab.co', 'cozytechlab.com']",simple
fresh fitness studio in downtown,"['freshfitnessstudio.co', 'freshfitnessstore.io', 'freshfitnessstore.co']",medium
eco-friendly fitness studio in city center,"['fitnessworks.com', 'fitnessstore.org', 'fitnessstudio.org']",medium
premium cafe,"['premiumcafestore.com', 'premiumcafehub.io', 'premiumcafecorner.co']",simple
innovative tech startup,"['novativetechlab.co', 'novativetechcorner.io', 'novativetechsolutions.org']",simple
premium online store in downtown,"['premiumonleshop.org', 'premiumonlelab.io', 'premiumonlestudio.co']",medium
eco-friendly online store,"['onlehub.io', 'onlestudio.com', 'onlebeans.org']",simple
global fitness studio in neighborhood,"['globalfitnesscorner.co', 'globalfitnessshop.com', 'globalfitnesshub.io']",medium
fresh travel agency in suburban area,"['freshtravelspot.net', 'freshtravelworks.io', 'freshtravelstore.co']",medium
cozy law firm in city center,"['cozylawlab.co', 'cozylawbeans.com', 'cozylawcorner.net']",medium
cozy solutions travel agency in city center offering premium services,"['cozysolutionsshop.org', 'cozysolutionsstudio.com', 'cozysolutionsbeans.org']",complex
modern cafe,"['moderncafebeans.com', 'moderncafecorner.com', 'moderncafeworks.io']",simple
organic tech startup,"['organictechsolutions.org', 'organictechshop.net', 'organictechspot.co']",simple
organic tech startup in downtown,"['organictechworks.org', 'organictechstore.org', 'organictechbeans.com']",medium
cozy store travel agency in city center specializing in community events,"['cozystorehub.com', 'cozystorestudio.com', 'cozystorecorner.com']",complex
eco-friendly beans fitness studio in city center for busy professionals,"['beanssolutions.com', 'beansshop.org', 'beansworks.org']",complex
innovative works tech startup in near the river specializing in community events,"['novativeworkslab.com', 'novativeworkscorner.io', 'novativeworksstore.org']",complex
premium tech startup in suburban area,"['premiumtechstudio.co', 'premiumtechhub.io', 'premiumtechhub.org']",medium
bright tech startup in neighborhood,"['brighttechstore.com', 'brighttechsolutions.org', 'brighttechshop.org']",medium
cozy lab clothing boutique in near the river offering premium services,"['cozylabhub.com', 'cozylabspot.org', 'cozylablab.io']",complex
eco-friendly clothing boutique in city center,"['clothglab.org', 'clothgcorner.io', 'clothgstudio.io']",medium
smart cafe in city center,"['smartcafelab.org', 'smartcafebeans.net', 'smartcafeworks.org']",medium
global law firm in suburban area,"['globallawstudio.com', 'globallawworks.co', 'globallawshop.org']",medium
cozy cafe,"['cozycafespot.net', 'cozycafecorner.io', 'cozycafeworks.io']",simple
eco-friendly online store,"['onlesolutions.org', 'onlelab.co', 'onlelab.io']",simple
organic store online store in city center offering premium services,"['organicstorestore.org', 'organicstorebeans.net', 'organicstorespot.co']",complex
smart travel agency,"['smarttravellab.io', 'smarttravelhub.io', 'smarttravelcorner.net']",simple
premium travel agency in downtown,"['premiumtravelbeans.io', 'premiumtravelworks.io', 'premiumtravellab.io']",medium
organic educational platform,"['organiceducationalstudio.co', 'organiceducationalshop.io', 'organiceducationalspot.co']",simple
organic solutions law firm in city center with focus on sustainability,"['organicsolutionsshop.org', 'organicsolutionshub.io', 'organicsolutionsworks.io']",complex
cozy restaurant in downtown,"['cozyrestaurantworks.net', 'cozyrestaurantstudio.org', 'cozyrestauranthub.io']",medium
eco-friendly law firm,"['lawspot.co', 'lawlab.co', 'lawsolutions.net']",simple
innovative travel agency,"['novativetravelsolutions.io', 'novativetravelstudio.com', 'novativetravelshop.co']",simple
smart spot fitness studio in city center specializing in community events,"['smartspotshop.co', 'smartspotworks.io', 'smartspotbeans.com']",complex
organic bookstore in neighborhood,"['organicbookstorehub.net', 'organicbookstorecorner.io', 'organicbookstorespot.io']",medium
modern restaurant in suburban area,"['modernrestaurantbeans.io', 'modernrestaurantlab.io', 'modernrestaurantshop.com']",medium
eco-friendly educational platform,"['educationallab.org', 'educationalhub.io', 'educationalstore.net']",simple
cozy law firm,"['cozylawspot.com', 'cozylawcorner.net', 'cozylawworks.com']",simple
modern cafe,"['moderncafestore.io', 'moderncafebeans.io', 'moderncafestore.com']",simple
fresh solutions law firm in downtown area offering premium services,"['freshsolutionshub.net', 'freshsolutionsworks.com', 'freshsolutionsbeans.org']",complex
bright tech startup in suburban area,"['brighttechcorner.co', 'brighttechbeans.co', 'brighttechhub.com']",medium
premium fitness studio in downtown,"['premiumfitnessspot.org', 'premiumfitnessstore.org', 'premiumfitnesshub.io']",medium
eco-friendly educational platform in city center,"['educationalcorner.net', 'educationallab.com', 'educationalbeans.com']",medium
global corner law firm in city center specializing in community events,"['globalcornershop.co', 'globalcornersolutions.org', 'globalcornerworks.co']",complex
eco-friendly tech startup in city center,"['techhub.org', 'techlab.co', 'techsolutions.co']",medium
bright clothing boutique in suburban area,"['brightclothghub.co', 'brightclothgcorner.net', 'brightclothgstudio.io']",medium
modern fitness studio,"['modernfitnesshub.io', 'modernfitnessstudio.co', 'modernfitnessstudio.io']",simple
cozy lab tech startup in downtown area for busy professionals,"['cozylabshop.io', 'cozylabsolutions.io', 'cozylabstore.com']",complex
organic cafe in downtown,"['organiccafestore.org', 'organiccafesolutions.co', 'organiccafeshop.co']",medium
fresh hub educational platform in city center offering premium services,"['freshhubcorner.net', 'freshhubsolutions.co', 'freshhubhub.com']",complex
cozy studio online store in downtown area for busy professionals,"['cozystudioworks.co', 'cozystudiostore.net', 'cozystudioshop.co']",complex
fresh online store,"['freshonlespot.io', 'freshonlelab.io', 'freshonlelab.io']",simple
eco-friendly clothing boutique,"['clothghub.org', 'clothgworks.net', 'clothgsolutions.co']",simple
smart law firm in neighborhood,"['smartlawhub.io', 'smartlawsolutions.io', 'smartlawbeans.org']",medium
global tech startup in neighborhood,"['globaltechbeans.com', 'globaltechcorner.co', 'globaltechspot.org']",medium
bright fitness studio,"['brightfitnessshop.net', 'brightfitnessspot.io', 'brightfitnessstudio.org']",simple
fresh travel agency in city center,"['freshtravelstudio.org', 'freshtravelbeans.net', 'freshtravelspot.co']",medium
innovative bookstore in suburban area,"['novativebookstorebeans.com', 'novativebookstorelab.io', 'novativebookstorebeans.com']",medium
cozy corner restaurant in near the river offering premium services,"['cozycornerlab.net', 'cozycornercorner.co', 'cozycornersolutions.io']",complex
global bookstore in suburban area,"['globalbookstorecorner.com', 'globalbookstoresolutions.com', 'globalbookstorestudio.net']",medium
modern solutions clothing boutique in city center for busy professionals,"['modernsolutionsstudio.co', 'modernsolutionsstudio.io', 'modernsolutionsbeans.co']",complex
bright bookstore,"['brightbookstorestudio.org', 'brightbookstorestudio.co', 'brightbookstorelab.io']",simple
bright cafe in suburban area,"['brightcafespot.io', 'brightcafespot.io', 'brightcafestore.com']",medium
cozy corner clothing boutique in downtown area for busy professionals,"['cozycornerstudio.com', 'cozycornerspot.io', 'cozycornerworks.com']",complex
eco-friendly cafe in neighborhood,"['cafehub.org', 'cafeshop.io', 'cafesolutions.com']",medium
eco-friendly beans travel agency in near the river specializing in community events,"['beanssolutions.co', 'beansstudio.com', 'beanssolutions.co']",complex
organic clothing boutique in neighborhood,"['organicclothgbeans.net', 'organicclothgcorner.org', 'organicclothgsolutions.io']",medium
premium store clothing boutique in city center for busy professionals,"['premiumstoresolutions.io', 'premiumstoresolutions.co', 'premiumstorestore.co']",complex
business with unusual characters @$%^,"['busesswithsolutions.net', 'busesswithhub.co', 'busesswithcorner.io']",simple
fresh beans bookstore in city center offering premium services,"['freshbeanshub.org', 'freshbeansstudio.com', 'freshbeansstudio.co']",complex
fresh shop clothing boutique in near the river specializing in community events,"['freshshopbeans.io', 'freshshopstore.io', 'freshshopshop.com']",complex
premium fitness studio in neighborhood,"['premiumfitnessworks.co', 'premiumfitnessworks.com', 'premiumfitnessworks.net']",medium
modern clothing boutique,"['modernclothgbeans.com', 'modernclothgsolutions.org', 'modernclothgspot.io']",simple
modern law firm,"['modernlawworks.co', 'modernlawworks.net', 'modernlawhub.co']",simple
bright bookstore,"['brightbookstorestudio.net', 'brightbookstorestore.io', 'brightbookstorelab.org']",simple
very short,"['veryshortspot.co', 'veryshortshop.org', 'veryshortlab.io']",simple
bright tech startup in city center,"['brighttechbeans.net', 'brighttechstore.io', 'brighttechlab.net']",medium
global online store in suburban area,"['globalonlespot.io', 'globalonlecorner.net', 'globalonlespot.org']",medium
organic restaurant in downtown,"['organicrestauranthub.com', 'organicrestaurantlab.org', 'organicrestaurantshop.net']",medium
fresh fitness studio,"['freshfitnessspot.co', 'freshfitnessspot.org', 'freshfitnessstudio.org']",simple
global restaurant,"['globalrestaurantstore.io', 'globalrestaurantshop.com', 'globalrestaurantshop.net']",simple
organic clothing boutique in downtown,"['organicclothgbeans.net', 'organicclothgstudio.org', 'organicclothgcorner.com']",medium
smart educational platform in suburban area,"['smarteducationalstore.io', 'smarteducationalcorner.com', 'smarteducationalspot.org']",medium
organic fitness studio in city center,"['organicfitnessstudio.io', 'organicfitnesshub.org', 'organicfitnessspot.co']",medium
bright fitness studio,"['brightfitnessshop.com', 'brightfitnessstore.com', 'brightfitnessstore.co']",simple
bright online store in suburban area,"['brightonlespot.io', 'brightonlespot.io', 'brightonlehub.org']",medium
premium restaurant in neighborhood,"['premiumrestaurantspot.org', 'premiumrestaurantsolutions.com', 'premiumrestaurantworks.com']",medium
innovative works bookstore in downtown area with focus on sustainability,"['novativeworkscorner.net', 'novativeworkscorner.org', 'novativeworkslab.com']",complex
global educational platform,"['globaleducationalhub.co', 'globaleducationalstore.org', 'globaleducationalcorner.net']",simple
cozy law firm in city center,"['cozylawsolutions.co', 'cozylawshop.co', 'cozylawsolutions.net']",medium
premium online store,"['premiumonlelab.co', 'premiumonlebeans.com', 'premiumonlebeans.co']",simple
smart tech startup,"['smarttechbeans.org', 'smarttechlab.co', 'smarttechstudio.io']",simple
premium clothing boutique,"['premiumclothghub.com', 'premiumclothglab.com', 'premiumclothgspot.org']",simple
smart solutions law firm in city center with focus on sustainability,"['smartsolutionsshop.org', 'smartsolutionssolutions.io', 'smartsolutionsworks.com']",complex
cozy travel agency,"['cozytravelbeans.org', 'cozytravellab.com', 'cozytravelsolutions.com']",simple
innovative works educational platform in city center offering premium services,"['novativeworksspot.co', 'novativeworksstore.co', 'novativeworkshub.com']",complex
organic restaurant in suburban area,"['organicrestauranthub.co', 'organicrestauranthub.org', 'organicrestaurantshop.net']",medium
organic law firm,"['organiclawshop.net', 'organiclawstudio.io', 'organiclawspot.org']",simple
smart educational platform,"['smarteducationalspot.net', 'smarteducationalhub.co', 'smarteducationalhub.net']",simple
global cafe,"['globalcafehub.com', 'globalcafestudio.com', 'globalcafestudio.com']",simple
bright bookstore,"['brightbookstorecorner.co', 'brightbookstorelab.co', 'brightbookstorestore.io']",simple
fresh fitness studio,"['freshfitnessstudio.co', 'freshfitnessworks.com', 'freshfitnesscorner.net']",simple
innovative restaurant,"['novativerestaurantspot.io', 'novativerestaurantsolutions.com', 'novativerestaurantlab.org']",simple
premium studio online store in near the river offering premium services,"['premiumstudiobeans.com', 'premiumstudiolab.com', 'premiumstudiolab.io']",complex
global cafe,"['globalcafestudio.com', 'globalcafebeans.net', 'globalcafeworks.com']",simple
bright restaurant,"['brightrestaurantsolutions.org', 'brightrestaurantlab.com', 'brightrestaurantstore.co']",simple
cozy online store in downtown,"['cozyonlespot.net', 'cozyonlesolutions.co', 'cozyonlestore.org']",medium
innovative works law firm in city center offering premium services,"['novativeworksstore.net', 'novativeworksstore.org', 'novativeworksbeans.com']",complex
innovative law firm in suburban area,"['novativelawspot.io', 'novativelawshop.org', 'novativelawsolutions.net']",medium
smart tech startup,"['smarttechstore.org', 'smarttechworks.net', 'smarttechbeans.co']",simple
eco-friendly educational platform in suburban area,"['educationalcorner.co', 'educationalbeans.co', 'educationallab.net']",medium
premium cafe,"['premiumcafestudio.com', 'premiumcafelab.org', 'premiumcafehub.io']",simple
organic tech startup,"['organictechlab.net', 'organictechshop.io', 'organictechshop.net']",simple
fresh bookstore in neighborhood,"['freshbookstorehub.net', 'freshbookstorespot.net', 'freshbookstorehub.org']",medium
